user,ulasan,label,tanggal
Indah Surianingrum,"Akhir2 ini lemot buka aplikasinya, bahkan foto aja tak nampak... Unistal download lg, ttap aja sama uuchhh",1,15 Maret 2021
Grefi Noselly,Sangat membantu dalam berbelanja dan interaksi jadi lebih gampang dgn fitur pembayaran yg lengkap dan terpercaya,1,08 Maret 2021
Aldy Kurniyawan,Ini kenapa saat mencari lokasi untuk pengiriman gosend selalu gagal mencari lokasi? Tolong di bantu.,1,13 Maret 2021
Elvira Hesya Zeagamilla,"Sangat membantu kebutuhan kita, yg kita perlukan banyak tersedia, dapet gratis ongkir pula.....😍💕💕💕",1,15 Maret 2021
Vienna Eka,"Tolong dong, jangan terlalu lemot:"") sama itu, aku kan seller nah di rincian pesanan misal ada customer pilih variasi yg ada gambarnya nah itu gambarnya ga sesuai malah yg muncul foto sampul produk, dahal dulu ga gitu",1,15 Januari 2021
Dana Achmad,Sangat membantu kebutuhan dan belanja online..hanya saja kelemahan 1 yaitu untuk filter kota kurang detail dan hanya mencantumkan provinsi saja. Tolong direvisi ditambahi item nama kota pada filter,1,15 Maret 2021
EY Official,"Masih berat aplikasinya, masih suka hang, coba dibuat lebih ringan lagi.",1,06 Maret 2021
siti asiah,Seminggu belakangan setiap buka shopee malah bikin hp saya ngerestart sendiri .. ini kenapa yaa ? Padahal udah udpate k.versi terbaru,1,27 Februari 2021
Sugiarto,"Diupdate ko malah makin jelek, load konten/image lama dan tidak muncul, sangat kecewa.",1,28 Februari 2021
Sri Muliawan,"Saya suka belanja d shopee,shopee yahoo.selama saya tau belanja di shopee Ndak pernah lagi belanja di pasar karena tak perlu keluar rumah tinggal tunggu kurir yang bawa ke rumah,jadi belanjanya aman dan mudah.",1,12 Maret 2021
Amanda Safitri,Bagus banget aplikasinya gampang untuk belanja dan tidak pernah kecewa kalau belanja disini,1,09 Maret 2021
Eki Soraya,Sangt membantu buat saya yg malas ke mall capek dan males ribet. . kl di shope tinggal bayar di tempat ... Trimkasih shopeee,1,01 Maret 2021
Mohammad Soleh,Shopee Menjadiakan semuanya menjadi mudah dan amanah... Belanja di shopee bikin ketagihan karna kebanjiran diskon dan vocer lainya...,1,12 Maret 2021
khusnul khotimah,"bit.ly/pemenangundian-88 link apakah ini?? Penipuan kah? Atau sejenisnya. Tolong ya Shopee di perjelas, jika memang itu adalah link pemenangan asli dari Shopee atau hanya penipuan.",1,03 Maret 2021
Weni Susanti,"Saya sangat terbantu dgn adanya shopee belanja dari rumah , barang pasti datang dan banyak pilihan, sukses selalu yah",1,07 Maret 2021
Kumha Aing,Aplikasi ini jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong😚😚,1,21 Februari 2021
Frengky Djara,"Kalo bisa kerja sama dengan lionparcel juga,biar pengirimannya lebih cepat buat kami di wilayah NTT",1,09 Maret 2021
Diahms,"AKU LOVE BANGET SAMA SHOPEE. BERKAT SHOPEE AKU BISA BELANJA KAPANPUN DAN APAPUN. KARNA AKU SIBUK KERJA JARANG PUNYA WAKTU UNTUK BELANJA, TAPI SHOPEE SANGAT MEMBANTU AKU❣️ LOVE YOU SHOPEE. JANGAN PERNAH PELIT PELIT KASIH GRATIS ONGKIR!!",1,28 Februari 2021
Susilowati Prawiro,"Selama belanja di shopee gak pernah ada masalah, pengiriman cepat, harga oke dan banyak diskon, free ongkir, kadang dapat dari point, cash back. Pokoknya siiip 👍👍👍👌👌👌",1,09 Maret 2021
Juwita Arhan channel,Barang nya ori dan harganya murah. Tagihan nya d tambahin dong contoh taf acc dll biar bayar ci2lan mobil lebih gampang.,1,02 Maret 2021
rani mardhiani,Kak.. cara menghubungi customer servis shopee bagaimana ya? Sy ada kendala akun ganti username tanpa sengaja,1,25 Februari 2021
Lisa susanti,"Aplikasi belanja online yg oke bgt nih...suka bgt dgn promo2nya, cashback nya banyak, gratis ongkir dll pkknya seruuu abis👍👍👍",1,27 Februari 2021
Aji Surya,"Bintang 5 dulu Kok sekarang sering membatalkan pesanan cod secara otomatis..tolong donk kalo gak niat kasih voucher gak usah kasih promo voucher..penjual susah pembeli binggung. Mending shopee yg dulu,yg baru gagasannya gak jelas Lama2 kalah jauh sama si hijau",1,13 Maret 2021
Muhammad Rizki,"Semoga semakin didepan dan tidak seperti toko sebelah , orang pesen apa Dateng nya apa . Pokoknya gak sesuai kita inginkan",1,02 Maret 2021
Iin Zul,Perbanyak gratis ongkir lagi.. trima kasih shoppe aplikasi paling rekomended.. untuk persoalan belanja online,1,04 Maret 2021
Sakia Exol,"Entah kenapa semua voucher saya tidak bisa dipakai. Padahal voucher sangat banyak. Dan tiap sa co pasti ""chekout gagal (D07)"" dan itu berlalu disemua akun saya..",1,14 Maret 2021
Fathur tiger,"Buat kalian yang mau beli baju lebaran dan gak mau keluar rumah tinggal beli di shopee tingal pilih,klik doang gampang dan barang insyaallah aman,bagus.aku beli baju,celana alhamdulillah barang bagus,murah-murah lg. Jadi buruan download gak akan nyesel pokoknya.terus shopee balas chatnya cepat.pokoknya Shopee is the best",1,17 Maret 2021
Megawati Adilah,hallo kak . kenapa yaa akun shopee saya gak bisa login keterangannya malah akun tidak sah . dan nomer handphone tidak terdaftar . pdahal akun saya pake nomer ituu . gimana ni kak masih ada saldo shopee oay dan juga tagihan shopee pay laternya . mohon bantuannyaa 🙏🙏🙏,1,19 Februari 2021
rahmad riaddi,"Lebih di rapihan view menu2 , icons , perpaduan warna jadi biar lebih nyaman di mata.",1,05 Maret 2021
Jsparfumku. Store,Terima Kasih Shopee Allhamdulillah Sejak download apk ini sangat bermanfaat untuk berjualan atau Berbelanja :),1,07 Maret 2021
Tereshkova Koraag,"Sering belanja di shoppe, gak ribet, barang2 nya ok dan akurat, no tipu tipu",1,11 Maret 2021
Sandy Aprilia,Shopee emang udah berhentikan kerja sama dengan kredivo ya? Sangat disayangkan sekali:(,1,11 Maret 2021
Adrian Maoelana,"Puas banget belanja d Shopee, bnyk gratis ongkir dr rp.0 ampe minim belanja rp.30rb, aq udh berkali-kali order via shopee tetep puas trz,,Gomawo Shopee ;V",1,07 Maret 2021
tarie naya Jhoty,belanja di shopee mang sangat praktis apalagi bs menggunakan Spaylater jd lebih mudah dan makin praktis.sy selalu belanja di shopee,1,12 Maret 2021
Wahyu Din,Buat tim shopee..tolong di buat varian berat nya.. masa varian berat barang nya gak bisa di rubah... untuk varian harga tidak masalah. Kasihan buat pembeli . tolong dibantu.. Terimakasih Salam hangat buat tim shopee dari penjual By.orangbogorselaluramah,1,23 Februari 2021
Putra Rahmadani,Apl bagus membantu... Barang yg di pesan sesuai... Terkadang bnyak belanja di apl online barang gak bagus dan gak sesuai itu semua kembali ke diri kita semua ada kejelasan nya mulai dari bahan ap sistem pembayaran nya gmna itu semua sudah tertera di dalam jadi barang yg sesuai tergantung gmna kita memesan barang tersebut chat dengan toko pun bsa poko nya membatu bnget la,1,27 Februari 2021
Holek Bentor,"Belanja onlain terbaik yg saya tahu adalah di shopee yg lain nya lewat minggat ...yg gk bisa belanja gk usah komen jelek itu km yg pe,ak wkwkw",1,26 Februari 2021
Langgatirtanugraha Nugraha,Ok menarik logo shopee Pembayaran lebih mudah lewat alfamart atau indomaret terima kasih...shopee bagus dan menarik bagus,1,14 Maret 2021
adie ajah,"Pencarian barang yang diinginkan lebih mudah, dan tentunya sangat membantu dalam kondisi pandemi saat ini, tks.",1,05 Maret 2021
Gempa Tatang,Shope top...semua ada harga termurah... Dengan kwalitas terbaik... Paylater ada.... Terimakasih shope,1,11 Maret 2021
Santy Novitasari,Shopee memang mantaaaapp.. slalu membantu dalam segala hal kebutuhanku. Harga yang bersaing dan lebih murah di banding toko lain. Pertahankan terus kwalitas nya 😍,1,02 Maret 2021
Mas Huri,Yah... senang fan menyenangkan.ALKHAMDULILLAHHIRABBILAALAMIIIN...... SUBKHANALLOH.SUBKHAANALLOH. SUBKHAANALLOH.,1,27 Februari 2021
Ahmadso dikin,"Aplikasi. Bagus bertanggung jawab, cuma pengembalian dana kerekening masih bingung",1,26 Februari 2021
Fika Felisa,Untuk yg suka belanja olshop dan gga mau cape harus ngemall semua yg di butuhkan ada di shopee...tingkatkan lg kualitas penjual yg terbaik...,1,03 Maret 2021
Nilamwijaya Mustikawangi,Belanja online aman nyaman. Banyak discon. gaperlu ribet panas² keluar rumah.cukup pake hp pilih barang cari discon + gratis ongkir + nya lagi dapet casbek mantap jiwa...😉,1,11 Maret 2021
Cicih Ayu,"Belanja online di Shopee tempatnya, gratis ongkir, barang lebih murah, mantap pokoknya.",1,05 Maret 2021
Cinta Kusuma Dewi,"AKU SUKA APLIKASI BELANJA ONLEN INI ,PANDEMI GINI LEBIH AMAN BELANJA ONLINE , BANYAK DISKON , BANYAK GRATIS ONGKIR , SANGAT MENARIK BANYAK ORANG SEMOGA KEDEPANNYA SEMAKIN BERKEMBANG APLIKASINYA",1,06 Maret 2021
Yeni Fitriana,"Shoope membantu banget,pada orang yang membutuhkan barang tapi mager tinggal pencet² aja barang nya dateng sendiri bisa COD lagi,dan gratis ongkir untuk pengguna baru,pokok nya sipp banget deh",1,11 Maret 2021
DERMAGA Store,Harisnya klo ada gratis obgkir tidk usah ada biaya penanganan. Ini sama jg bohong gratis ongkirnya karena biaya penanganan lebih besar,1,04 Maret 2021
Anto 24,"👍Lengkap tapi sayang untuk jamhore baru di mulai langsung habis,,,padahal saya tunggu 5 menit sebelum di mulai 🤔",1,13 Maret 2021
GHIFFAR media,"Gara2 iklan event popup jadi berat ni aplikasi gan :(, loading screen ke branda jadi lama, padahal hp saya gak kentang2 banget :(, kalo mau pindah ke toko saya terkadang load dan blank putih, harus di close dlu, baru buka lagi, Tetep bintang lima min, :)",1,03 Maret 2021
Alpin Aja,Bagus sekali shopee kalau mau belanja di shopee ajah murah murah lagi dan bagus barang barangya dan di jamin aman dan di jamin berkualita,1,08 Maret 2021
Yeni komalasari,Satu-satu nya online shop yg bisa dipercaya.. Blanja disini hampir tak pernah kecewa.. mantaaaap Poko nyaa...,1,11 Maret 2021
Irham Dzikriawan,Tolong perbarui masalah gratis ongkir nya masak perhitungan jika dapet gratis ongkir min belanja 0 Pakek Shopee pay gk bisa karena ongkir nya mahal dan harga barang padahal bisa bayar pakek shope pay terkendala karena ketambahan ongkir jadi gk bisa dipakek,1,15 Maret 2021
Pasli Official,Sangat puas dengan berbelanja di apk shoppe. Sukses selalu buat shoppe. Terimakasih.,1,10 Maret 2021
Irwan Ps,"aplikasi sangat top , karna apk ini saya bisa menghasilkan cuan banyak . thanks shopee .",1,07 Maret 2021
Yoman 146,Merupakan jembatan untuk aku beli barang...dimana saya tidak perlu lagi repot2 kepasar,1,14 Maret 2021
Aida Rahayu,"Terimakasih shopee, sudah menjadi platfrom belanja online paling memudahkan, banyak diskonnya, banyak produk-produk menarik, dan tentunya gratis ongkir yang menggoda wkwkwk. Semoga shopee makin baik lagi dalam pelayanannya, dan tidak mengecewakan pelanggan setianya.",1,22 Januari 2021
M. R. Adhwa Pahlevi,"Banyak free ongkirnya belanja d sini, pengiriman sesuai jadwal, kurirnya ramah, thx yah",1,05 Maret 2021
Miptah Hudin,Mungkin emangnya shopee belanja online no 1.jangan di ragukan lagi belanja di shopee.barangnya bagus2.dan harganya yg bersahabat.ayo mari belanja di shopee ajah.,1,05 Maret 2021
Laura Peolopessi,"Banyak membantu tentunya saat corona ini,hanya saja harus teliti lg utk seller2 agar gak sembarangan jual produk langsung sanksi",1,26 Februari 2021
Rian Violin,Mantap ditambah shopeepaylater . Smoga saldonya ditambah lagi. Agar bisa maksimal belanjanya .,1,02 Maret 2021
Tika chanel Tika hamidah,"Suka klo ada gratis ongkir nya, Barang sesuai pesanan, di antar tepat waktu 👍👍 Sukses selalu shopee",1,06 Maret 2021
Pengguna Google,belanja di shopee cepat dan barang2nya bagus2...pakai shopee pay later lebih mudah..pengiriman cepat..pokoknya shopee TOP deh,1,28 Februari 2021
emra Ellis,"Paling suka belanja di shopee, terpercaya,barang-barangnya bagus,ongkirnya banyak pilihan n murah juga",1,13 Maret 2021
Ita Rosita,"Aplikasi belanja online yg gak ribet,,mau apa2 ada,,tinggal klik,,tp sgt berbahaya klo jemari terlalu gercep..😁",1,04 Maret 2021
Tiara Ramdiani,Sejak belanja di shopee aku lebih happy dan belanja lebih mudah belanja kapan saja di mana aja bisa proses nya cepet harga nya murah terjangkau bisa menghemat banyak uang barang bagus dan berkualitas sukses terus buat shopee 👍🤩🤩,1,01 Maret 2021
Sami'in,Alhamdulillah. Sangat membantu dalam segala urusan yg diperlukan. Semoga terus berkembang dan berinovasi.,1,10 Maret 2021
Aulia Aulia,"Udah pakek shoppe udah 2tahun sampe punya 2 acount , beli apapun jadi gampang karena shoppe apalagi kalau dapat voucher gratis ongkir , shoppe selalu dihati💜",1,10 Maret 2021
Sya ANnisa,Terima kasih shopee sudah membantu saya untuk membeli barang2 yang ingin ku beli semoga lebih baik baik dan baikkk lagi🧡,1,04 Maret 2021
Zikah Cikah,"Belanja di shopee sangat memuaskan, walaupun kadang ada sedikit kesalahan tp gapapa karena kurirnya sangat ramah",1,07 Maret 2021
Shion alexant,"Ok.5 bintang utk kamu.semoga bisa membuat para pelanggan,senang,puas dan ngasih jempol.aku memang belum pernah belanja,tapi suka liat iklan dan juga dari youtube tentang box misterius dan hp murah banget.kan ada yg pasang chanel tutorialnya di youtube.aku udah buka fb ku,ada juga dari shopee dgn iklannya.selamat datang deh ya,banyak teman,katanya banyak rejeki.ok,enjoy aja yg penting happy.postingkang aja iklan yg menariknya dan hadiahnya.termasuk dr games juga.semoga sukses.",1,21 Februari 2021
Danar Kipu,"Hati hati penipuan telepon orang tidak di kenal dengan iming iming uang promo di shope dengan menyuruh isi saldo shoopepay terlebih dahulu, setelah itu langsung kesedot saldo kita, #Sekedarmengingatkan!!!",1,05 Februari 2021
Sumiati Sumi,Selalu puas dgn shopee..mempermudah belanja jd ga hrs keluar ..tinggal duduk manis ...makasihh shopee.sukses trus,1,11 Maret 2021
Sudi -,Good.. banyak diskon and gratis ongkir.. Cuman koq terasa berat aplikasinya ya.. Sukses shopee,1,08 Maret 2021
Anto 24,"👍Lengkap tapi sayang untuk jamhore baru di mulai langsung habis,,,padahal saya tunggu 5 menit sebelum di mulai 🤔",1,13 Maret 2021
Sann Gtggg,Aplikasinya jelek kali!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi bohong hayuk,1,28 Januari 2021
Pras Kumar04,Sangat berguna dan murah serta bagus kualitas sesuai harga Tapi yang aku suka gratis ongkir nya itu loe hehehe 😂👍,1,16 Maret 2021
Anton Mber,Wah aplikasinya bagus banget!!!!!!!!!!!!!!!!,1,15 Maret 2021
Gendex Wulandari,"aplikasi ga ribet..klu br log-in masukin alamat cepat..produk2 nya bagus2..jasa penhiruman cepat,rapih n banyak pilihan..👍👍👍👍👍👍👍",1,15 Maret 2021
selvy ildan,dengan ada y aplikasi shopee ini Sangat membantu saya dan lebih mudah untuk membeli apa yang kt inginkan trimakasih shopee,1,21 Februari 2021
Ronny Lie,Aplikasi pembelian emas dan jual emas sering lemot dan lama proses nya mohon diperhatikan. Terima kasih,1,08 Maret 2021
Aini Nayara Putri,Gak bagus jelek banget jangan download aplikasi ini eh tapi bohong cepetan download aplikasi ini haha 😎😎😎 mantap dah 👍👍👍,1,07 Maret 2021
M. Nafi Mubarok,"Belanja di shopee sangat menyenangkan sekali,pengirimannya yg cepat,abang kurirnya yang sangat ramah membuat nyaman belanja....❤❤❤",1,09 Maret 2021
RIZKA AYU LIANJANI,"Hai kak, tolong dong gratis ongkir rp.0 nya yang biasa diperbanyak. sekarang semua gratis ongkir selalu shopepay, kan kalo gaada saldonya juga gabisa dipake. Tolong ya kak, ini udah aku kasih bintang 5 nya loh",1,05 Januari 2021
ummu haidar,"Shopee terr terr terr pokonya. Keamanan semuanya terjamin. Pernah DP barang,bayar pake Akulaku. Barang ga dikirim2,langsung cepet masuk saldo akulaku lagi hitungan detik. Pernah di chat mao beli sepeda dengan harga super miring. Suru WA,tokonya langsung diblokir ama shopee,,,pokonya belanja online ternyaman teraman cuma di SHOPEE.",1,06 Januari 2021
Venny Mardiana,"Udah hampir 3thn lebih, pakek shopee Alhamdulillah belum pernah kecewa saat belanja, pelayan yang di beri juga ok. Pengiriman cepat bahkawan barang datang 2/3 hari sblm hari yang ditentukan. 👍🐈",1,22 Februari 2021
Awink Doornik,"Mau cari kebutuhan gampang.,amanah.,jadi tidak takut mau belanja apa saja...pokoknya mantap dah..",1,15 Maret 2021
Aisyah Syakira,Senang belanja di sope ..cuma paylater nya tolong dong naikin limit nya ..lumayan kan bisa beli baju lebaran dengan cicilan 3 kali.😚😚😚😚😚😚😚😚,1,16 Maret 2021
Margareth Tambunan,Aaaa bagus banget gak sia sia download dan belanja di shoope pelayanan nya bagus aplikasi nya bagus top deh kalau shoppe,1,01 Maret 2021
Ardi fadil,Suka banget dengan shopee. Alhamdulillah semenjak saya berlangan dengan shopee tdk pernh tdk sesuai pesanan. Pelayanan nya mmng agak lama sih tapi tdk apalah yang pnting sampai dengan utuh dan diutamahkan Semoga amanah. Dan knpa saya kasih bintang lima. Semoga penjual / pedagang di shopee makin semangat jualannya. Dan smoga amanah yang di utamakan! Dan satu lagi kurir nya shopee amat ramahh dan baik.☺😉,1,18 Februari 2021
Jose D.A,utk toko yg produk dan pengiriman cepat sesuai pesanan tdk lelet alias is the best....💖👍🙏,1,01 Maret 2021
jajad w wahyudi,Respons dan pengiriman cepat tetaplah istiqomah melayani pelanggan Saran perbanyak discount produk dan Ongkir,1,03 Maret 2021
Octavia Arhina,"Belanja jadi mudah,ongkir ya kurangi lebih murah dongk biar ngak besar di ongkir ya dari pada harga barang",1,13 Maret 2021
Aska Yazid,"Belum pernah kecewa dari mulai bini kemarenan yg order disini, cuman nyari yg bisa cod aje, sukses terus shoppee.",1,16 Maret 2021
Erny ifratiwi,Apk shoppe yg sangat menguntungkan. Alhamdulillah senang sekali berbelanja di Shopee.,1,04 Maret 2021
Abel Ananta13,"Bagus Banget Shopee,Makasih Ya Ada Aplikasi Ini... Udah Harga nya terjangkau Respon cepat lagi... The Best ❤️",1,05 Maret 2021
Idi Haidir,Semua barang lumayan murah... Bagus bagus lagi dan bisa dijual kembali dikampung halaman saya,1,12 Maret 2021
Alfi Sa,"Aplikasi shopee sangat bagus,,,banyak cashback banyak gratis ongkir pula setiap hari,,shopee the best😍",1,06 Maret 2021
